treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
object category "T_Eilistraean_ARM_Robe_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Circlet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Monk",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Shoes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak",1,0,0,0,0,0,0,0
new treasuretable "WYR_Ironhand_Magic_Merchant"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Monk",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Gloves_Leather",1,0,0,0,0,0,0,0
new treasuretable "WYR_Bridge_Trader_Clothes"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Robe_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Monk",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Shoes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak",1,0,0,0,0,0,0,0
new treasuretable "LOW_SorcerousSundries_Trade_Magic"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Robe_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Circlet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Shoes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Amulet",1,0,0,0,0,0,0,0
new treasuretable "LOW_SteepsTrader_Weapons"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_WPN_Rapier",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_WPN_Scimitar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_WPN_Shortsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_WPN_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_WPN_Greatsword",1,0,0,0,0,0,0,0
new treasuretable "LOW_SteepsTrader_Armor"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Robe_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Padded_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Leather_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_StuddedLeather_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_ElvenChain",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Gloves_Leather",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Boots_Leather",1,0,0,0,0,0,0,0
new treasuretable "LOW_DevilsFee_Diabolist_Trade_Magic"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Monk",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Shoes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak",1,0,0,0,0,0,0,0
new treasuretable "LOW_Figaro_Trade"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Robe_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Padded_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Leather_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Monk",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Shoes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Gloves_Leather",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Boots_Leather",1,0,0,0,0,0,0,0
new treasuretable "LOW_Weaponsmith_Trade"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_WPN_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_WPN_Greatsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Gloves_Leather",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Boots_Leather",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Robe_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Padded_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Leather_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_StuddedLeather_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_ElvenChain",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Circlet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak",1,0,0,0,0,0,0,0
new treasuretable "ST_GEN_Valuables_Ring_Silver"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring",1,0,0,0,0,0,0,0
new treasuretable "ST_GEN_Valuables_Necklace_Silver"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Amulet",1,0,0,0,0,0,0,0
new treasuretable "ST_GEN_Valuables_Jewelry_Silver"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Amulet",1,0,0,0,0,0,0,0
new treasuretable "Valuables_Jewelry"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Amulet",1,0,0,0,0,0,0,0
new treasuretable "LOW_JewelTrader"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Circlet",1,0,0,0,0,0,0,0
new treasuretable "LOW_MusicTrader"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Instrument",1,0,0,0,0,0,0,0
new treasuretable "ST_MusicInstrument_Rare"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Instrument",1,0,0,0,0,0,0,0
new treasuretable "BGO_MagicArmor_FlamingFist_Armory"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_StuddedLeather_Body_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Gloves_Leather_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Boots_Leather_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "CHA_Exterior_Bandit_Leader"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Leather_Body_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "CHA_Exterior_Bandit_Caster"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Robe_Body_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "CHA_Container_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "CRA_HarperTreasureBox"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Amulet_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "CRE_Axemaster_Buried_Chest"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "CRE_TreasuryVault_4_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Monk_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Shoes_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "DEN_Harpy_Nest"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Circlet_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "FOR_DeathOfATrueSoul_SeluneStash"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Circlet_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak_Rare",1,0,0,0,0,0,0,0
new treasuretable "FOR_ThayanCellar_JewelledChest_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Dagger_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "GOB_Goblin_Generic_Rare"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Leather_Body_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "GOB_King_MagicItems"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Robe_Body_Rare",1,0,0,0,0,0,0,0
new treasuretable "GOB_Minthara_Chest"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_StuddedLeather_Body_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Boots_Leather_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Monk_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "GOB_PriestChamber_Belongings_Valuables"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Dagger_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "GOB_WaterfallChest"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Shoes_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "GOB_ZhentQuarters_Chest_Gold"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Longsword_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_WPN_Greatsword_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "HAG_MuderousFrog_Pouch"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Amulet_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "MOO_KethericCombat_Chest"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Shortsword_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Leather_Body_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Gloves_Leather_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Boots_Leather_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "MOO_StudyReward_Chest"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "PLA_AncientHarper_Melee"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Scimitar_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "SCL_Distillery_BrewerRoseStash_Additional"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Robe_Body_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Padded_Body_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "SCL_MasonGuild_Chest"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Rapier_Rare",1,0,0,0,0,0,0,0
new treasuretable "SCL_MorgueHidden_Chest"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Amulet_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "SCL_TollHouseCollectorRichChest_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring_Uncommon_Rare",1,0,0,0,0,0,0,0
new treasuretable "SHA_LastJusticiar_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Dagger_Rare",1,0,0,0,0,0,0,0
new treasuretable "SHA_Necromancer"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Amulet_Rare",1,0,0,0,0,0,0,0
new treasuretable "TUT_Chest_Potions"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Shoes_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "TWN_Brewer_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Monk_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Shoes_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "TWN_Surgeon_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Dagger_Rare",1,0,0,0,0,0,0,0
new treasuretable "TWN_TollCollector_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Amulet_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "UND_DrowResupply_Chest"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Rapier_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Leather_Body_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "UND_KC_AdamantineGolem"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Longsword_Rare",1,0,0,0,0,0,0,0
new treasuretable "UND_KC_HiddenStash"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "UND_KuoToa_MushroomChest"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "UND_PetrifiedDrow_Drow_Commander"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_StuddedLeather_Body_Rare",1,0,0,0,0,0,0,0
new treasuretable "UND_SeluneOutpost_Paladin_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Greatsword_Rare",1,0,0,0,0,0,0,0
new treasuretable "UND_SocietyOfBrilliance_Chest"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Amulet_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "UND_Tower_SecretCellar_RewardChest"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Robe_Body_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Padded_Body_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "LOW_CazadorsPalace_Crypt_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak_VeryRare",1,0,0,0,0,0,0,0
new treasuretable "LOW_CazadorsPlace_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Robe_Body_VeryRare",1,0,0,0,0,0,0,0
new treasuretable "LOW_DeathKnight_Elite_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Greatsword_VeryRare",1,0,0,0,0,0,0,0
new treasuretable "LOW_Grotto_Viconia"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Shortsword_VeryRare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Leather_Body_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Gloves_Leather_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Boots_Leather_Uncommon",1,0,0,0,0,0,0,0
new treasuretable "LOW_Sarevok_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Longsword_Rare",1,0,0,0,0,0,0,0
new treasuretable "LOW_SorcerousSundries_MystraVault_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Amulet_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Ring_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak_VeryRare",1,0,0,0,0,0,0,0
new treasuretable "LOW_Undercity_Ambush_Treasure"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_ARM_Monk_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Shoes_Rare",1,0,0,0,0,0,0,0
new treasuretable "WYR_WyrmsCastle_Banites_OpulentChest"
CanMerge 1
new subtable "1,1"
object category "T_Eilistraean_WPN_Scimitar_VeryRare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_WPN_Shortsword_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_WPN_Longsword_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Robe_Body_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_ElvenChain_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Circlet_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Shoes_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Eilistraean_ARM_Cloak_Uncommon",1,0,0,0,0,0,0,0
